Åvs,Ort,Glas,Kartong,Metall,Blandplast,Tidningar,Latitud decimal,Longitud decimal
Jukkasjärvi,Jukkasjärvi,x,x,x,x,x,67.84861,20.61472
Kiruna ÅVC,Kiruna,x,x,x,x,"",67.86222,20.28278
Vittangi,Vittangi,x,x,x,x,x,67.67583,21.63889
Pumpstationen,Bensbyn,x,x,x,x,x,65.64028,22.23389
Konsum,Bergnäset,x,x,x,x,x,65.57444,22.10528
Trollebergsvägen/Trolltjärnsvägen,Bergnäset,x,x,x,x,x,65.56917,22.11306
Krabbstigen,Bergviken,x,x,x,x,x,65.60083,22.14694
Björkskata centrum,Björkskatan,x,x,x,x,x,65.61306,22.17250
Lulsundet,Lulsundet,x,x,x,x,x,65.60694,22.18528
Hammarenväg/ Näsuddenvägen,Södra Sunderbyn,x,x,x,x,x,65.65250,21.95000
Hertsö,Hertsön,x,x,x,x,x,65.58944,22.23028
"Knöppelåsen, Hagahallen",Bredviken,x,x,x,x,x,65.58694,22.20361
Spannmålsvägen,Kvarnbäcken,x,x,x,x,x,65.59111,22.22389
Statoil Centrum,Luleå,x,x,x,x,x,65.58139,22.14389
Mjölkudden,Mjölkudden,x,x,x,x,x,65.60194,22.13111
Bromsargatan/Boggiegatan,Notviken,x,x,x,x,x,65.61306,22.09694
"Statoil, Persön",Persön,x,x,x,x,x,65.73972,22.16722
Porsö centrum,Porsön,x,x,x,x,x,65.61778,22.14694
Katthedsvägen/Kängsövägen,Råneå,x,x,x,x,x,65.85556,22.29194
Luleå energi ,Råneå ,x,x,x,x,x,65.86139,22.29889
Statoil rondellen (fd OK),Skurholmen,x,x,x,x,x,65.58056,22.19056
Stadsötorget,Gammelstaden,x,x,x,x,x,65.64222,22.01222
Pumpstationen,Gammelstaden,x,x,x,x,x,65.64278,21.98972
OBS Stormarknad,Storheden,x,x,x,x,x,65.61917,22.04500
Affären,Svartöstaden,x,x,x,x,x,65.56333,22.19250
Affären/ICA Nära,Örarna,x,x,x,x,x,65.70750,22.23556
Örnäset,Örnäset,x,x,x,x,x,65.57500,22.20694
Arcushallen P,Karlsvik,x,x,x,x,x,65.59611,22.06306
Avfallsvägen Sunderbyn (ÅVC),Luleå,"","","","",x,65.66611,21.97667
Avfallsupplaget (ÅVC),Råneå,x,x,x,x,x,65.84944,22.27639
Konsum,Hertsön,x,x,x,x,x,65.58139,22.26278
Kvantum Skutviken,Luleå,x,x,x,x,x,65.59361,22.15222
Medborgarhuset,Måttsund,x,x,x,x,x,65.53250,21.92083
E4/Ersnäsvägen,Ersnäs,x,x,x,x,x,65.53194,21.78861
Bygdegården,Alvik,x,x,x,x,x,65.57306,21.77417
Bygdegården (Byahus),Klöverträsk,x,x,x,x,x,65.63389,21.40361
Bilverkstad,Bälinge,x,x,x,x,x,65.63056,21.92528
Hamnen,Kallax,x,x,x,x,x,65.52111,22.06389
Statoil,Gammelstaden,x,x,x,x,x,65.63250,22.03278
Reningsverk,Sundom,x,x,x,x,x,65.76917,22.26500
Trumselvägen,Niemisel,x,x,x,x,x,66.02167,21.98611
Antnäs sporthall ,Antnäs,x,x,x,x,x,65.55583,21.83111
Föreningshus/Smedsgården,Smedsbyn,x,x,x,x,x,65.80556,22.03167
Vitåsgatan/fd sågverkstomt,Vitå,x,x,x,x,x,65.93000,22.42444
Föreningshus/skola,Ängesbyn,x,x,x,x,x,65.77167,22.05944
Brandstation,Gammelstaden,x,x,x,x,x,65.64222,22.03417
Reningsverket,Avan,x,x,x,x,x,65.68694,21.79500
Fiskehamnsvägen,Brändön,x,x,x,x,x,65.70028,22.33861
"BJÖRKSKATAN, Stormväg, vid förskola",Luleå, , , , ,x,65.62000,22.16639
Pensionärsbostäder,Jämtön,x,x,x,x,x,65.85417,22.50000
Sågverkstomt,Rutvik,x,x,x,x,x,65.66472,22.09056
"Föreningshus, ishockeybana",S:a Prästholm,x,x,x,x,x,65.91056,22.17333
Ica Maxi Stormarknad,Luleå,x,x,x,x,x,65.61583,22.04944
Antnäs (ÅVC),Antnäs,x,x,x,x,x,65.54694,21.86000
Sunderbyn (ÅVC),Sunderbyn,x,x,x,x,x,65.66583,21.97722
Hindersöstallarna,Hindersöstallarna,x,x,x,x,x,65.54639,22.39500
Kronan,Luleå,x,x,x,x,x,65.59722,22.18917
"Junosuando, Macken",Junosuando,x,x,x,x,x,67.43028,22.50139
"Muodoslompolo, Lanthandel ",Muodoslompolo,x,x,x,x,x,67.94222,23.43361
"Pajala, Sommarvägen ",Pajala,x,x,x,x,x,67.21222,23.34917
"Tärendö, Skolan",Tärendö,x,x,x,x,x,67.16889,22.62111
"Pajala, Kirunavägen 49",Pajala,x,x,x,x,x,67.21806,23.35556
"Sattajärvi, ICA Sattajärvi",Pajala,x,x,x,x,x,67.06889,23.34722
"Taurajärvi, fd affären",Korpilombolo,x,x, , ,"",67.21167,23.36500
"Korpilombolo, vid macken",Korpilombolo,x,x,x,x,x,66.84806,23.06306
"Saittarova,Saaittaboden",Saittarova,x,x,x,x,x,67.33361,22.23472
"Kaunisvaara, Folkets Hus",Kaunisvaara,x,x,x,"",x,67.38444,23.34389
"Kainulasjärvi, Lanthandel",Kainulasjärvi,x,x,x,x,x,67.00306,22.49361
"Kitkiöjärvi,Affären",Kitkiöjärvi,x,x,x,x,x,67.81500,23.14361
"Blåsmark, Järvstigen",Blåsmark,x,x,x,x,x,65.26583,21.29694
"Böle, Gårdsbutik/OK-Q8",Piteå,x,x,x,x,x,65.38444,21.31944
"Djupviken, Konsum",Piteå,x,x,x,x,x,65.33417,21.47528
"Djupviken, Folkets Hus",Piteå,x,x,x,x,x,65.32194,21.48778
"Strömnäs, Nordlunda IP",Piteå,x,x,x,x,x,65.31000,21.50194
"Hemmingsmark, Handlar´n",Hemmingsmark,x,x,x,x,x,65.22194,21.28444
"Hortlax, Energiverket",Hortlax,x,x,x,x,x,65.28500,21.40944
"Jävre, Nybruksvägen",Jävre,x,x,x,x,x,65.15333,21.48444
"Furunäset, Raskens Kiosk & Grill",Piteå,x,x,x,x,x,65.30750,21.48917
"Lillpite, Olofssons Landhandel",Lillpite,x,x,x,x,x,65.37389,21.15583
"Långträsk, Markbygdens Livs",Långträsk,x,x,x,x,x,65.38444,20.33028
"Munksund, G:a Brandstationen",Piteå,x,x,x,x,x,65.28694,21.50611
"Norrfjärden, Konsum",Norrfjärden,x,x,x,x,x,65.42167,21.49722
"Pite Havsbad, Rivierahallen",Piteå,x,x,"",x,"",65.23583,21.53500
"Piteå, Matkronan",Piteå,x,x,x,x,x,65.32222,21.46500
"Rosvik, Konsum",Rosvik,x,x,x,x,x,65.43139,21.69056
"Sikfors, Folkets Hus",Sikfors,x,x,x,x,x,65.52778,21.19028
"Sjulsmark, ICA Solen",Sjulsmark,x,x,x,x,x,65.51694,21.49611
"Sjulnäs, Brandstn/PC",Roknäs,x,x,x,x,x,65.34167,21.23278
"Bergsviken, Preem",Piteå,x,x,x,x,x,65.30306,21.39861
"Svensbyn, Svensby Kooperativa",Svensbyn,x,x,x,x,x,65.31639,21.24111
"Öjebyn, ICA/Konsum",Öjebyn,x,x,x,x,x,65.34111,21.39528
Kullen,Piteå,x,x,x,x,x,65.31972,21.41333
"Annelund, ICA Annelund",Piteå,x,x,x,x,x,65.32639,21.45111
Storsund Järnvägsövergången,Storsund,x,x,x,x,x,65.57778,20.62278
Bredviksbergets avfallsanläggning (ÅVC),Öjebyn,x,x,x,x,x,65.37556,21.38917
Nystrand Bygdegården,Älvsbyn,x,x, , ,x,65.73639,20.95472
"Tvärån, Skolan",Tvärån,x,x, , ,x,65.56639,21.10667
"Vidsel, OK/Q8",Vidsel,x,x,x,x,x,65.83500,20.51306
"Visträsk, Fotbollsplanen",Vistträsk,x,x,x,x,x,65.69028,20.64333
"Älvsbyn, Lomtjärnsgatan",Älvsbyn,x,x,x,x,x,65.67889,21.00361
"Älvsbyn, Reningsverket",Älvsbyn,x,x,x,x,x,65.66639,21.03056
"Älvsbyn, Brandstationen",Älvsbyn,x,x,x,x,x,65.67056,21.00889
"Älvsbyn, Västermalmsvägen",Älvsbyn,x,x,x,x,x,65.67472,20.98222
Älvsbyn (ny ÅVC),Älvsbyn,x,x,x,x,x,65.67944,20.96167
"Lansjärv, Folkets Hus",Lansjärv,x,x,x,x,x,66.65611,22.19389
Furunäsets Miljöcentral (ÅVC),Överkalix,"","","",x,x,66.31944,22.84306
Svartbyn,Svartbyn,x,x,x,x,x,66.26583,22.83611
"Bränna, ICA Supermarket",Överkalix,x,x,"",x,x,66.32333,22.84861
"Tallvik, Bagarvägen",Överkalix,x,x,x,x,x,66.33639,22.83917
"Hedenäset, Netto Nära",Hedenäset,x,x,x,x,x,66.23417,23.67944
"Jouksengi, Vyönivägen",Juoksengi,x,x,x,x,x,66.56611,23.83278
"Pello, ICA Pellohallen",Pello,x,x,x,x,x,66.80361,23.98222
"Svanstein, AML Bensin & Service",Svanstein,x,x,x,x,x,66.66111,23.85222
Övertorneå (ÅVC),Övertorneå,"",x,"","","",66.37389,23.57528
"Övertorneå, Isladan",Övertorneå,x,x,x,x,x,66.38472,23.64444
Återvinningsgård utanför ÅVC,Bjuv,x,x,x,x,x,56.07583,12.93444
Telegatan ,Ekeby,x,x,x,x,x,56.00222,12.97194
Järnvägsgatan,Billesholm,x,x,x,x,x,56.05361,12.97667
Bjuv ÅVC utanför ÅVC,Bjuv,"","",x,x,x,56.07583,12.93444
ICA Maxi,Bromölla,x,x,x,x,x,56.06694,14.47722
Kommunteknik,Bromölla,x,x,x,x,x,56.07806,14.47611
Ifös Parkering,Bromölla,x,x,x,x,x,56.07278,14.46528
"Kyrkvägen, p-plats",Bromölla,x,x,x,x,x,56.08361,14.46972
Folkets Husgatan/Dalagatan,Bromölla,x,x,x,x,x,56.07556,14.48639
Infarten till sågverket,Gualöv,x,x,x,x,x,56.04861,14.42722
Åvägen/Massavägen,Nymölla,x,x,x,x,x,56.04056,14.46583
Idrottsplatsen,Näsum,x,x,x,x,x,56.17306,14.50611
"Busshållplats, Valje",Valje,x,x,x,"",x,56.05944,14.53528
ÅVC Åsen,Näsum,x,x,x,x,x,56.14750,14.50778
Håkanryd Idrottsklubben KAMP,Bromölla,x,x,x,x,x,56.09139,14.53500
P-plats,Arlöv,x,x,x,x,x,55.64167,13.08833
Posten och mathuset,Åkarp,x,x,x,x,x,55.65361,13.11278
Gränsvägen,Åkarp,x,x,x,x,x,55.65917,13.09944
Netto,Arlöv,x,x,x,x,x,55.63861,13.05917
"Prästliden, Torekovsvägen",Båstad,x,x,x,x,x,56.43361,12.82917
Spara Livs,Båstad,x,x,x,x,x,56.42556,12.84944
"Vårdcentralen Ängshällan, Förslöv",Förslöv,x,x,x,x,x,56.34944,12.81944
"strandparkeringen, Glimminge",Glimminge,x,x,x,x,x,56.37722,12.69250
"Bjäre In, Grevie",Grevie,x,x,x,x,x,56.38778,12.77333
"Affären Gemyten, Hemmeslöv",Hemmeslöv,x,x,x,x,x,56.43278,12.88944
"Busshållplats, Hov",Hov,x,x,x,x,x,56.43472,12.72944
"vägskälet hamnen, Kattvik",Kattvik,x,x,x,x,x,56.46250,12.75417
"Ica, Ramsjö",Ramsjö,x,x,x,x,x,56.39694,12.66972
"Strandparkering, Segelstorp",Segelstorp,x,x,x,x,x,56.35667,12.74472
Återvinningsgården (ÅVC),Svenstad,x,"",x,x,x,56.43972,12.76833
"Lyckans p-plats, Torekov",Torekov,x,x,x,x,x,56.42250,12.63056
"Lindströms Livs, Västra Karup",Västra Karup,x,x,x,x,x,56.41139,12.74694
"Viktor Evalds Väg, Östra Karup",Östra Karup,x,x,x,x,x,56.42500,12.93944
"Båstad, Lyavägen",Båstad,x,x,x,x,x,56.42111,12.84833
"Vattenverksvägen, Billinge",Billinge,x,x,x,x,x,55.96278,13.33083
P-plats badhusparken,Eslöv,x,x,x,x,x,55.84278,13.30500
Slutet,Eslöv,x,x,x,x,x,55.83500,13.27722
Sallerups Lågprismarknad,Eslöv,x,x,x,x,x,55.82806,13.28500
P-plats,Eslöv,x,x,x,x,x,55.83694,13.27611
"ICA Nära Primören, Harlösa",Harlösa,x,x,x,x,x,55.71694,13.52861
Gamla Brandstationen,Hurva,x,x,x,x,x,55.79444,13.43667
P-plats,Kungshult,x,x,x,x,x,55.85361,13.41667
EM-Service Löberöd,Löberöd,x,x,x,x,x,55.77528,13.50444
"Stationsvägen, Stehag",Stehag,x,"",x,x,x,55.90194,13.39833
"Rönneådalsvägen, Stockamölla",Stockamöllan,x,x,x,x,x,55.94639,13.37028
Kampanjevägen,Toftaholm,x,x,x,x,x,55.78472,13.26694
Vid gamla Vandrarhemmet,Gårdstånga,x,x,x,x,x,55.76139,13.32750
ICA Kvantum,Eslöv,x,x,x,x,x,55.83722,13.30667
Utanför ÅVC Marieholm,Marieholm,x,x,x,x,x,55.86556,13.16250
Eslöv ÅVC,Eslöv,x,x,x,x,"",55.82917,13.32639
Löberöd ÅVC,Löberöd,"",x,"",x,"",55.77389,13.50389
Inne på ÅVC,Marieholm,"",x,"",x,"",55.86500,13.15806
Idrottsplatsen,Gantofta,x,x,x,x,x,55.98528,12.80306
Södra Torggatan,Hasslarp,x,x,x,x,x,56.13583,12.81556
Magasinvägen,Kattarp,x,x,x,x,x,56.14083,12.77806
Jordgubbsgatan,Påarp,x,x,x,x,x,56.02861,12.80778
Rodervägen,Utvälinge,x,x,x,x,x,56.21528,12.78611
"Coop Forum, Råå",Helsingborg,x,x,x,x,x,56.01194,12.73111
"Vallåkra, p-plats",Vallåkra,x,x,x,x,x,55.96333,12.86278
Affären Skutan,Brunnby,"",x, , ,"",56.26000,12.57333
Miljöservice,Höganäs,x,x,x,x,x,56.21139,12.56167
P-plats Viaduktsgatan,Höganäs,x,x,x,x,x,56.20222,12.55722
Våtamåsavägen/Järnvägsgatan,Ingelsträde,x,x,x,x,x,56.18500,12.63167
Södåkravägen 16,Jonstorp,x,x,x,x,x,56.22917,12.67056
Kullabergsvägen,Mölle,x,x,x,x,x,56.28194,12.50333
Skeppet,Nyhamnsläge,x,x,x,x,x,56.24000,12.54250
Idrottsplatsen,Väsby,x,x,x,x,x,56.20500,12.59278
Bojen,Östra Lerberget,x,x,x,x,x,56.17583,12.56389
City Gross,Höganäs,x,x,x,x,x,56.20278,12.56861
Mjöhult,Mjöhult,x,x,x,x,x,56.17694,12.67972
Statoil,Viken,x,x,x,x,x,56.14667,12.58083
"Askeröd, Lokalföreningen",Askeröd,x,x,x,x,x,55.75889,13.59278
F d Statoil,Hörby,x,x,x,x,x,55.85417,13.66750
"Hörby, Konsum P-plats",Hörby,x,x,x,x,x,55.85556,13.66333
"Hörby, ICA Kvantum, P-plats",Hörby,x,x,x,x,x,55.84944,13.64944
"Hörby, Mittemot Vårdcentralen",Hörby,x,x,x,x,x,55.84611,13.67139
"Hörby, Skomakarevägen/Ystadvägen",Hörby,x,x,x,x,x,55.84528,13.65694
"Svensköp, Fotbollsplanens  p-plats",Svensköp,x,x,x,x,x,55.87528,13.86194
"Södra Rörum, Lanthandeln",Södra Rörum,x,x,x,x,x,55.92389,13.67056
"Önneköp, Önnebo",Önneköp,x,x,x,x,x,55.78778,13.87194
"Östraby,  fd Lanthandeln",Östraby,x,x,x,x,x,55.75556,13.69528
Ludvigsborg,Ludvigsborg,x,x,x,x,x,55.91056,13.60139
Hörby ÅVC,Hörby,x,x,x,x,x,55.86417,13.70056
"Höör, CityGross",Höör,x,x,x,x,x,55.95028,13.56167
"Sätofta, Sätofta skola",Sätofta,x,x,x,x,x,55.90500,13.54389
P-plats vid Landsvägen,Tjörnarp,x,x,x,x,x,55.99861,13.62861
Havrevägen,Snogeröd,x,x,x,x,x,55.83972,13.49500
Höör ÅVC,Höör,x,x,x,x,x,55.93944,13.55444
Lidl:s parkering,Höör,x,x,x,x,x,55.92528,13.54611
Transfomatorstationen,Forsby,"","","","",x,56.10333,13.15472
Kyrkan,Gråmanstorp,"","","","",x,56.14889,13.10306
Skolbusshållplatsen Stackarp,Klippan,"","","","",x,56.14222,13.29333
Affären mittemot kyrkan,Riseberga,"","","","",x,56.07250,13.30389
Andelsfrysen,Krika,"","","","",x,56.09361,13.14556
Fritidsområdet,Lycke,"","","","",x,56.15889,13.29361
Nybygget,Klippan,"","","","",x,56.14000,13.17472
Pensionärslägenheterna,Källna,"","","","",x,56.20889,13.04111
Tivoli,Tornsborg,"","","","",x,56.03361,13.39500
Pumpstationen intill bron,Vedby,"","","","",x,56.14194,13.18694
Ljungbyheds återvinningsgård,Ljungbyhed,x,x,x,"",x,56.06472,13.23000
Åbytorp återvinningsgård,Klippan,x,x,x,"",x,56.13083,13.12333
Övarps återvinningsgård,Östra Ljungby,x,x,x,x,x,56.19583,13.10111
Arkelstorp (ÅVC),Arkelstorp,x,x,x,x,x,56.17056,14.28639
Skolbusshållplatsen,Balsby,x,x,x,x,x,56.07389,14.21167
"Bäckaskog, Busshållplats",Bäckaskog,x,x,x,x,x,56.04389,14.33556
Degeberga (ÅVC),Degeberga,x,x,x,x,x,55.85222,14.09056
Idrottshallen,Degeberga,x,x,x,x,x,55.83028,14.08889
"Fjälkestad, Idrottsplatsen",Fjälkestad,x,x,x,x,x,56.10389,14.17167
Henning Anderssons Väg,Fjälkinge,x,x,x,x,x,56.04444,14.27694
Furubodavägen,Furuboda,x,x,"",x,x,55.84472,14.21306
Vips Matnäras p-plats,Gärds Köpinge,x,x,x,x,x,55.94611,14.15694
Vid Matnära i Hammar,Kristianstad,x,x,x,x,x,56.02944,14.19806
"Hammarslund, Skolbusshållplats",Hammarslund,x,x,x,x,x,56.02056,14.19167
Affären,Huaröd,x,x,x,x,x,55.84167,13.96861
Ivö nära camping,Ivö,x,x,x,x,x,56.11111,14.38694
Idrottsplatsen,Kiaby,x,x,x,x,x,56.06806,14.32222
Gamlegårdens Köpcentrum,Kristianstad,x,x,x,x,x,56.05528,14.15750
Vid affären,Norra Åsum,x,x,x,x,x,55.99556,14.15139
Sommarlust,Kristianstad,x,x,x,x,x,56.04139,14.16389
ICA Maxi,Kristianstad,x,x,x,x,x,56.02472,14.17056
Vilan Ind.omr.  Willy´s p-plats,Kristianstad,x,x,x,x,x,56.02444,14.13833
Kulltorp,Kristianstad,x,x,x,x,x,56.05194,14.16889
Östermalm,Kristianstad,x,x,x,x,x,56.03556,14.16278
Linderöd,Linderöd,x,x,x,x,x,55.93250,13.82444
Maglehem,Maglehem,x,x,x,x,x,55.76778,14.15417
Österäng nära golfbanan,Kristianstad,x,x,x,x,x,56.04722,14.19056
F.d. Nosaby Livs,Nosaby,x,x,x,x,x,56.04861,14.20194
Ovesholm,Ovesholm,x,x,x,x,x,55.99750,14.03861
Affären,Rickarum,x,x,x,x,x,55.99472,13.82056
Vändplats skolbuss,Rinkaby,x,x,"",x,x,55.98389,14.27083
Vid Hemköp,Tollarp,x,x,x,x,x,55.93444,13.97556
Vanneberga,Vanneberga,x,x,x,x,x,55.99944,14.35500
Vittskövle,Vittskövle,x,x,x,x,x,55.86194,14.14694
Vångakiosken,Vånga,x,x,x,x,x,56.17944,14.37444
P-plats Väskolan ,Vä,x,x,x,x,x,56.00000,14.08056
P-plats Konsum,Vä,x,x,x,x,x,56.00222,14.09639
Sköldvägen,Vä,x,x,x,x,x,55.99472,14.07583
Granvägen/Vannebergavägen,Åhus,x,x,x,x,x,55.93611,14.29028
Åhusparkens fd p-plats,Åhus,x,x,x,x,x,55.93167,14.30194
Östra Sönnarslöv,Östra Sönnarslöv,x,x,x,x,x,55.89028,14.01306
Matnära,Önnestad,x,x,x,x,x,56.05389,14.02306
P-plats,Kristianstad,x,x,x,x,x,56.02333,14.15972
"Äspet, kiosken vid gamla bron",Åhus,x,x,x,x,x,55.91972,14.29361
Kulltorpet,Kristianstad,x,x,x,x,x,56.04778,14.17556
Hydro-mack,Åhus,x,x,x,x,x,55.93389,14.28611
ICA Kvantum,Åhus,x,x,x,x,x,55.92806,14.29444
Idrottsplatsen,Skånes Viby,x,x,x,x,x,56.01611,14.22111
Yngsjö,Yngsjö,x,x,x,x,x,55.88361,14.23028
P-plats,Kristianstad,x,x,x,x,x,56.01333,14.15556
Tosteberga,Tosteberga,x,x,x,x,x,56.00778,14.43528
Tollarp (ÅVC),Tollarp,x,x,x,"",x,55.93556,13.99306
Snårarp (ÅVC),Kristianstad,x,x,x,x,x,55.99250,14.12028
Färlöv Folkets Hus,Färlöv,x,x,x,x,x,56.07639,14.09194
Bastionen,Kristianstad,x,x,x,x,x,56.03500,14.15194
Vid Parken,Everöd,x,x,x,x,x,55.90028,14.08583
Österslöv,Österslöv,x,x,x,x,x,56.09833,14.24694
Bussens vändplats,Arkelstorp,x,x,x,x,x,56.17556,14.28583
ÅVC Åhus,Åhus,x,x,x,x,x,55.92944,14.27278
P-plats kyrkan,Barsebäck,x,x,x,x,x,55.77111,12.95611
P-plats Barsebäckshamn,Barsebäck,x,x,x,x,x,55.75639,12.91000
Järnvägsstationen,Dösjebro,x,x,x,x,x,55.82361,13.03139
Coop Nära,Furulund,x,x,x,x,x,55.77556,13.09750
Konferenscenter,Järavallen,x,"","","","",55.79333,12.94667
Hovslagerishop i Skåne AB,Kävlinge,x,x,x,x,x,55.79472,13.13583
Coop Extra,Kävlinge,x,x,x,x,x,55.79056,13.10694
Träningsvägen,Kävlinge,x,x,x,x,x,55.79917,13.10861
Fäladsvägen,Löddeköpinge,x,x,x,x,x,55.75972,12.99444
Hofterups center Skönadal,Ålstorp,x,x,x,x,x,55.80722,12.97972
Kävlinge ÅVC (utanför),Kävlinge,x,x,x,x,x,55.78972,13.09944
Gryvägen,Kävlinge,x,x,x,x,x,55.80472,13.10972
Kävlinge ÅVC (innanför),Kävlinge,"","","",x,x,55.79028,13.09944
Bakom bygdegården,Lilla Harrie,x,x,x,x,x,55.79306,13.20556
Transportvägen/Kontorsvägen,Löddeköpinge,x,x,x,x,x,55.76833,12.99833
Idrottsplatsen,Glumslöv,x,x,x,x,x,55.94167,12.80500
Kiosken,Häljarp,x,x,x,x,x,55.85194,12.92417
Idrottsplatsen,Landskrona,x,x,x,x,x,55.88250,12.82083
Parkering,Landskrona,x,x,x,x,x,55.86500,12.82694
Borstahusen,Landskrona,x,x,x,x,x,55.89667,12.81306
Verktygsvägen,Asmundtorp,x,x,x,x,x,55.88472,12.94889
Sjukhuskvarteret 15,Landskrona,x,x,x,x,x,55.88139,12.84139
LSR (ÅVC),Landskrona,x,"","",x,x,55.86361,12.85222
ICA Kvantum,Landskrona,x,x,x,x,x,55.88000,12.85472
P-plats Coop,Landskrona,x,x,x,x,x,55.87417,12.86000
Handlar'n Möllebackens Livs,"St Ibb, Ven",x,x,x,x,x,55.91083,12.69194
"Mellanvångsvägen, Bjärred",Bjärred,x,x,x,x,x,55.72528,13.02722
"Lantmannaaffären, Flädie",Flädie,x,x,x,x,x,55.72583,13.07278
Konsum vid vårdcentralen,Lomma,x,x,x,x,x,55.67417,13.06972
Malmövägen mot Åkarp,Lomma,x,x,x,x,x,55.66389,13.09306
Alfredhäll,Bjärred,x,x,x,x,x,55.71750,13.04000
"Konsum, Genarp",Genarp,x,x,x,x,x,55.59750,13.39889
P-plats,Lund,x,x,x,x,x,55.70583,13.17722
Bollhusets parkering,Lund,x,x,x,x,x,55.70306,13.17722
Nordanväg park.,Lund,x,x,x,x,x,55.69528,13.17778
Vändzonen,Lund,x,x,x,x, ,55.71472,13.17639
P-plats Konsum Gunnesbo,Lund,x,x,x,x,x,55.70694,13.19806
Gästgivarevägen,Lund,x,x,x,x,x,55.72667,13.21083
Kulgränden,Lund,x,x,x,x,x,55.72528,13.19444
Linero Centrum,Lund,x,x,x,x, ,55.69444,13.24194
Jägaregatan,Lund,x,x,x,x,x,55.72361,13.17500
SJ Parkering,Lund,x,x,x,x, ,55.70806,13.18667
Östra Torns byväg,Lund,x,x,x,x,x,55.70694,13.19806
"Fäladstorget, Norra Fäladen",Lund,x,x,x,x,x,55.72417,13.20472
"Kyrkvägen, Revingeby",Revingeby,x,x,x,x, ,55.72528,13.46111
"P-plats Idrottsplatsen, Stångby",Stångby,x,x,x,x,x,55.76750,13.17833
"Q8-macken centrum, Södra Sandby",Södra Sandby,x,x,x,x,x,55.72194,13.34056
"P-plats kyrkan, Torna Hällestad",Torna Hällestad,x,x,x,x,x,55.67778,13.41611
"Norra Järnvägsgatan, Veberöd",Veberöd,x,x,x,x,x,55.63667,13.49250
"Statoil, Norra Fäladen",Lund,x,x,x,x, ,55.70694,13.19806
"Dalby, Pumpvägen",Dalby,x,x,x,x, ,55.65917,13.34333
Drakskeppsvägen,Lund,x,x,x,x,"",55.69861,13.23250
Ulricedals parkering ,Lund,x,x,x,x,x,55.69806,13.21472
Innan Eriksfältsgatan Hermodalstorget,Malmö Söder,x,x,x,x,x,55.56667,13.02139
P-plats snett över Mobilia,Malmö Innerstaden,x,x,x,x,x,55.58000,13.00111
P-plats badbryggan Limhamnsfältet,Malmö Innerstaden,x,x,x,x,x,55.59917,12.96028
Järnvägen Oxie,Malmö Söder,x,x,x,x,x,55.54444,13.08333
Limhamn,Malmö Väster,x,x,x,x,x,55.58694,12.94000
Hästhagens IP,Malmö Innerstaden,x,x,x,x,x,55.59722,12.98806
P-plats f.d. IKEA,Malmö Öster,x,x,x,x,x,55.59806,13.06194
Borgmästaregården,Malmö Väster,x,x,x,x,x,55.58306,12.99778
Bellevugården,Malmö Väster,x,x,x,x,x,55.57917,12.97778
Flensburg,Malmö Innerstaden,x,x,x,x,x,55.58556,13.00139
Mittemot Kattarpstorget,Malmö Söder,x,x,x,x,x,55.57833,13.03556
Själlandstorget,Malmö Innerstaden,x,x,x,x,x,55.59278,12.98833
Lorensborg,Malmö Väster,x,x,x,x,x,55.58167,12.98222
Gullviksborg,Malmö Söder,x,x,x,x,x,55.56722,13.02194
Mackens rundkörningsplats,Malmö Väster,x,x,x,x,x,55.58028,12.97556
Bakom Drottningtorget,Malmö Norr,x,x,x,x,x,55.60861,13.00917
Lindängen,Malmö Söder,x,"",x,x,x,55.55944,13.01389
Segevång,Malmö Norr,x,x,x,x,x,55.61861,13.05861
Beijers park,Malmö Norr,x,x,x,x,x,55.60861,13.05528
Håkanstorp,Malmö Norr,x,x,x,x,x,55.59917,13.03889
Höja,Malmö Öster,x,x,x,x,x,55.58333,13.06028
Lugnet,Malmö Norr,x,x,x,x,x,55.59944,13.00333
nära Erikslust,Malmö Innerstaden,x,x,x,x,x,55.59278,12.96722
Bellevuegården,Malmö Väster,x,x,x,x,x,55.58417,12.97500
Sörängen Limhamn,Malmö Väster,x,x,x,x,x,55.58139,12.92417
Söderkulla,Malmö Söder,x,x,x,x,x,55.56972,13.00917
Lindängen,Malmö Söder,x,x,x,x,x,55.56306,13.01333
Käglinge vid ICA,Malmö Söder,x,x,x,x,x,55.53083,13.07667
Segevång,Malmö Norr,x,x,x,x,x,55.61639,13.04750
Falsterboplan,Malmö Innerstaden,x,x,x,x,x,55.58917,13.01389
Möllevången,Malmö Innerstaden,x,x,x,x,x,55.59583,13.01250
Rörsjöstaden,Malmö Norr,x,x,x,x,x,55.60167,13.01000
Paulibron,Malmö Norr,x,x,x,x,x,55.60444,13.01056
Strandhem Bunkeflostrand,Malmö Väster,x,x,x,x,x,55.54222,12.91917
Nils Perssons Plan,Malmö Innerstaden,x,x,x,x,x,55.59750,12.98306
Affären,Malmö Söder,x,"","","",x,55.55000,13.09694
Brf Henriksdals parkering,Malmö Väster,x,x,x,x,x,55.56389,12.98806
Brf Henriksdals parkering,Malmö Väster,x,x,x,x,x,55.56611,12.98806
IKEA Svågertorp,Malmö Väster,x,x,x,x,x,55.55111,12.98972
ICA Maxi Toftanäs,Malmö Öster,x,x,x,x,x,55.59833,13.09611
